,review,sentiment
28015,"Seeing this movie was the most fun I've had at the cinema in a long time. However, I am not able to say whether this is a good or a bad film, because such simple qualifications simply cannot be applied. This picture has everything any movie could ever have. It has characteristics of a romantic comedy, a political commentary, a thriller, a drama, an action movie, a musical, and an absurdist self-conscious art film. It's all in there, adding up to a myth.<br /><br />The basic premise is about an Indian couple, Nandini (Karishma Kapoor) and Shekhar (Sanjay Kapoor), happily living in Canada, who rush to India to visit the husband's parents after a disturbing news report. The rest of the story takes place in India, where the couple find themselves in the midst of a plot of fratricidal violence. At one point, the story borrows from ""Not without my baby,"" but to call Shakti a remake of anything would be an injustice.<br /><br />The ostensible story line takes a backseat to a number of astonishing interruptions, including Shah Rukh Khan's dream of Aishwarya Rai which comes as if out of another movie. In fact, the two stars are on all the posters, but they appear really late in the film, and only Shah Rukh ends up being a real character. Yet he makes up for it with a spirited and truly unexpected performance.<br /><br />Karishma Kapoor is the one with most work to do in this film, and she does an admirable job, having to link up the film's twists and turns with a show of believable emotion. Another notable presence is Nana Patekar, who plays Narsimha, the tyrannical father of the husband Shekhar. Nana Patekar dominates every scene he's in with a scary but nuanced character.<br /><br />The movie is not without its share of realism. Violence is rampant, but truly disturbing in the abuse received by most of the female characters, with Karishma getting soundly beaten on a number of occasions. At times, this violence is clearly disturbing but ultimately it becomes surreal as every dramatic sequence is usually followed by such comic and spectacular turns that the overall effect is nothing but cathartic.<br /><br />I have seen a share of Bollywood releases, and the mixing of genres and incredible plot resolutions are certainly their norm. But ""Shakti"" raises the bar by absorbing an even greater masala without becoming ridiculous. It is a film that achieves the grandeur of a Shakespearian tragedy, where the audience of the rabble and royalty is equally entertained. It is pure, gratuitous cinema, and the director Krishna Vamsi must have had a dream of a good time by throwing in every trick in the book. Perhaps, the all-important message of violence begetting violence and the inspiring extents of motherly love were not the thoughts on my mind, but I came out of watching ""Shakti"" exhilarated. Making movies can be the most fun in the world!",positive
36765,"Tiny Tweet and Sly the sneak are locked up in cages for a train ride to who knows where. Swinging Tweety begins belting out an insufferable song as soon as the train leaves the station, so lets hope that Puddy Tad gets him this time. Sly tries out a couple of funny hand tricks but spoil sport conductor man puts the bird in a safer place amongst the baggage. The cat's next attempt has him ending up in the coal oven of the steam engine. And the chase is on. Of course there's a bulldog too, and silly Sly just cant keep his big mouth shut.<br /><br />Next up the persistent pussy tries the old-stacking-of-the suitcases-bit (twice) producing a payoff Tex Avery would be proud of. Unfortunately for Sylvester, that bulldog seems to be everywhere. He even displays a talent for shape shifting and producing enormous clubs from his back-pocket. Not even Sylvesters ability to outrun a speeding train can save him when he is thrown off, Silver Streak style, several times in a row. Arriving at Granny's new place, (Gower Gulch, population 86) the cat's final attempt involves cross-dressing. But you know what happens to men in dresses, they always get more attention than they bargained for.<br /><br />7 out of 10",positive
24922,"What a terrible movie. The acting was bad, the pacing was bad, the cinematography was bad, the directing was bad, the ""special"" effects were bad. You expect a certain degree of badness in a slasher, but even the killings were bad.<br /><br />First of all, the past event that set up the motive for the slaughter went on for 15 or 20 minutes. I thought it would never end. They could have removed 80% of it and explained what happened well enough.<br /><br />Then, the victims were invited to the ""reunion"" in an abandoned school which still had all the utilities turned on. One of the victims thought this was a little odd, but they dismissed it and decided to break in anyway.<br /><br />Finally, the killings were so fake as to be virtually unwatchable.<br /><br />There is no reason to watch this movie, unless you want to see some breasts, and not very good breasts at that. This movie makes Showgirls virtually indistinguishable from Citizen Kane.",negative
23888,"If this is what's best in the Finnish cinema at the moment, I'd say those big tax euros spent at supporting ""culture"" have gone to waste here in a horrible way. Paha maa is the worst kind of example of trying to make a Finnish ""European film"" for big audiences. I'm sure they wanted it to be all state-of-the-art, smart and touching at the same time. The result is crap.<br /><br />To make it short: - The story is pretentious, naïve and not credible. The same goes for the characters. I can imagine them brainstorming about making a film where ""everything would, like, turn to ***t and people would be hurt and feel, you know, really bad inside, because Finnish people are so notoriously depressed, too, and their self-esteem is so bad"", which brings us to the fact that...<br /><br />- The film is loaded with clichés, mostly about ""the Finnish mentality"". The way the it deals with people's problems and their causes could be straight out of a regular women's magazine or a cheap bull-psychology-self-help book. (""We feel so bad inside!"") I'm sure they watched some Kaurismäki, too, to find out what it is about his films that people like, misunderstood him completely, and came up with a boring, depressing story about people going through all kinds of s**t for no other artistic purpose than perhaps social pornography. It's a crying shame they threw in Tolstoy here. It's just a sign of trying to be smart. And of not being.<br /><br />- I think the worst fault, however, is the complete lack of vision and depth. The film is highly unoriginal. It is also frustrating to watch endless sulking and suffering without any real revelation brought to it. I can go through this kind of mind**ck if the film is funny or ends up being an elaborate joke, or better yet, something sublime like in e.g. von Trier's Breaking the Waves. There was none these in Paha maa. Actually though, I did start laughing at some point because the turn of events was again just too predictable, over-the-top and incredible.<br /><br />Who does this crap? And who likes it? I hope they're pretending.",negative
8474,"I'm like the rest of the fans who love this comedy,i've been waiting for it on DVD. I've got it on VHS and got so fed up waiting for a release and worrying that my VHS copy would ruin i got the equipment to get it onto DVD. The picture and sound are excellent to my utter surprise. If anyone else want's a copy drop me a line at<br /><br />stone_stew@yahoo.co.uk <br /><br />and for £7.00 i'll put it onto a DVD,print the DVD and get it in the post to you. £7.00 just covers my costs & recorded delivery etc with maybe a little over so i'm not after making money out of it,i'd just like the world to see this ignored gem of a comedy.I recently saw a copy of ebay got for over £26,amazing. How can they not release this classic. Email me for payment details like cheque or Paypal etc etc",positive
3222,"I love how everyone treats this show like it was the next great American sitcom. I watched five episodes of this abomination, and the only person that came close to an actual teacher was the old guy that sort of loved and hated his job. The rest of them were just pretty people trying to read the lines written by people who never actually went inside of a real classroom. I loved how every episode consisted of the two idiots (one who got laid and the other who didn't) getting into some form of zany trouble that indirectly involved their students. The British girl who thought she found an likable quality in the main idiot, but in the end was somehow shocked that he turned out to be a jackass. The hot chick that was there for the particular purpose of being hot, and the principal and her lackey that served to somehow move the almost non-existent plot forward. I loved how almost all the teachers on this show were very young, but I ask you to think back to your high school days and remember the teachers that you had . . . did they look like that? Or did you go to the high school that had middle-aged people teaching in it? That is the high school that everyone else went to. The show lacked any form of research into what goes on in schools. In public schools, principals do not have the power to higher and fire teachers, the school board does, but in every episode that I watched the principal made threats to fire her teachers. Think back to your history class . . . . . or think of any history class, did you ever see an incredibly hot British chick teach an American History class? No. Did you ever see a teacher's lounge that is so huge that you could actually play basketball in? No.<br /><br />Teachers could have been a great show had it actually of based itself in some form of reality. What makes teaching funny is the stories that you get from interaction with students, and the teachers find it funny because they deal with the students day in and day out. The overemphasis on their lives outside of teaching just made it another four camera sitcom that had unrealistic people in an unrealistic environment saying unrealistic lines, and I'm sorry, I just didn't buy it. The show could have modeled itself after other currently successful sitcoms and used a single-camera format, and it should have centered more around the teacher's relationships with their students and not with each other.<br /><br />It gets a star for trying and a star for the hot chick (she was really hot).<br /><br />In the end, it was a failed sitcom that will go down in history as a hacks attempt to understand a profession. I only hope that if they make another sitcom based on teaching that they learn from their mistakes so that a monstrosity such as this never touches the television screen.",negative
7160,"Most of the other posts beat this movie up, and deservedly so. I've just got to chime in on the technical ineptness of the film makers. It would have been nice if the director had at least had lunch with someone who knew what a gun was, because he had no clue.<br /><br />SPOILERS AHEAD!!! YOU HAVE BEEN WARNED!!! <br /><br />Stupidity: <br /><br />Spec Ops team assembled from various military units whose members have never met each other before.<br /><br />Maybe two people in the unit had weapons that used the same magazines, parts, ammo, etc.<br /><br />The sniper school instructor uses a sub machine gun (pistol caliber) as opposed to a rifle which we would assume she would be more proficient with.<br /><br />One poor team member's night vision optics weigh more than the rifle does. You can tell when he handles it, that it is SERIOUSLY top heavy.<br /><br />The team leader sends out a team member to ""challenge"" the Skeleton Man when they first confront him. Challenge a 200 year old reanimated Native American skeleton with a long spear and an attitude riding an undead war horse with a severe nosebleed? I think not, Bubba.<br /><br />Bullets do not spark when they hit trees, Mr. Director. (a couple of people have already mentioned this.) <br /><br />The teams ""air support"" consists of a ubiquitous ""black helicopter"", only this one has a couple of sidewinder missiles slung underneath. Someone forgot to tell the helo crew that the Skeleton Man doesn't fly, and they are over the American heartland where there won't be any enemy aircraft. They should have carried some air to ground missiles instead.<br /><br />The helo's air to ground ordnance consists of a door gunner with a semi-auto AK-47(or 74?). Needless to say he only hits dirt. Should have brought a belt fed light machine gun.<br /><br />Door gunner later finds out that a grenade launcher is pretty useless as well.<br /><br />A wooden arrow from a freaking recurve bow does not down helicopters, Mr. Director.<br /><br />I pretty well could not take anymore after this point (about 30 minutes) and gave up. You seriously need a morphine drip to make it through this flick, it is just that painful.",negative
29679,"Well...the movie was a fun watch. The main problem with this movie is the fact that it goes against everything that most vampire myths abide by. Like vampires that walk in the sunlight. Though there are parts that just make you enjoy the way society makes movies. A scene where a vampire gets stabbed and screams ""Ow this hurts...It's really stuck."" Then there seems like there might be scenes missing but you get used to after a while. And there are random dream sequenes' that really don't help with the plot. Come to think of it, nothing really made sense, but i just got a bunch of friends and watched it twice to get the full effect. Come to think of it the fight scenes were aweful, and the zombies were just fun to watch. Slowly as i write more of this I like this movie more. But you know, all in all you can't expect Schindlers List but its a fun watch.",negative
44502,"I saw the movie late one night on cable and could not believe how bad it was. I usually enjoy bad movies, but this one was so revolting that it wasn't even entertaining. Some of the highlights of this film include the absurd music which is constantly playing throughout the movie, the hideous special effects (when someone is shot with a laser gun they turn neon green and promptly disintegrate), and the disgusting acting. The acting, in fact, is what I feel steals the show. I didn't recognize any of the actors in the movie, and I hope that I never have to see any of them again. Overall, I recommend renting this movie (if you can find it; I can't imagine a video store carrying this garbage) just so that you can learn to appreciate quality films after seeing this trash.",negative
44085,"This whimsical film had the misfortune of being released at the same time of the highly popular ""Amelie"", both having the wonderful Audrey Tautou playing the central role. Laurent Firode, the talented director made one of the most enjoyable films that have come out of France in recent memory.<br /><br />The film deals with chance, as its English title indicates. The French title makes reference at how butterflies wings can create chaos over the Atlantic as they fly, as well as hurricanes in the Pacific, something not to be believed just by looking at these colorful insects. From the start, the director interlaces all the characters one sees in the film and how each has a connection to the other, something that is hard to imagine, but in the film's context seems to work well.<br /><br />A chance meeting at the metro sets the tone for the film. Irene, who is going to work, is asked by the woman sitting opposite her to tell her what her Zodiac sign is and proceeds to read from her paper. Irene, it seems will cross paths and will find her soul mate that same day. After Irene leaves the train, the quiet young man seated next to the woman tells her he has the same birth date as Irene. It seems they are destined to one another from the start, but alas, they will not reconnect until the last frame of the film.<br /><br />Audrey Tautou is wonderful as Irene. Faudel, who plays Younes, doesn't have a lot to do until the end, but he shows he has a presence and plays well his part. The talented young cast makes a valuable contribution to the success of the film, which is as light as butterfly wings.<br /><br />We look forward to future films by Laurent Firode because he appears to be a director with the heart in the right place and an ear to the way humans are connected.",positive
42360,"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!). The soundtrack wasn't terrible, either.<br /><br />But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable. Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale. I don't know where this was filmed, but were I to hazard a guess, it would be either an open-air museum, or one of those re-enactment villages, where everything is just a bit too well-kept to do more than suggest the ""real Old West"". Okay, so it was shot on a college kid's budget. That said, I could have forgiven one or two of the aforementioned faults. But taken all together, and being generous, I could not see giving it more than three stars.",negative
38495,"I first saw All the Rivers Run on TV when I was a kid and loved it. It was great seeing a mini-series that was set and filmed in a place so close to home. Living fairly close to Echuca, I loved going to the historic port to see the paddle steamers. The first one I ever had a ride on was the Pevensy(Philadelphia in the movie). I love how it takes its time to let the events unfold. Nothing feels rushed as most movies are today. The acting was fantastic. All the Rivers Run was perfectly cast and I just love the crew of the Philadelphia. Mac is always amusing to watch with his trademark raw onion sandwich after a big night out. Easily deserves a 10 out of 10 and is one of my favorites mini-series of all time along with the Dirtwater Dynasty.",positive
20458,"The fine cast cannot uplift this routine tale of a secretary murdered by her married paramour. In fact there are more questions than answers in this one-sided tale of romance and murder; and since we are only provided with the prosecution's side, none of these questions will be answered. This is the type of fare that appeals to the ""He Woman, Man Hater"" clubs of America. As presented, it is the tale of an innocent woman who just happens to be ""caught up"" in a romance with a married, high-profile attorney. Is it possible that IF, she had not been two timing her boy friend and having an affair with a married man, the whole nasty murderous, sordid incident could have been avoided? When you watch this, don't worry about going to the 'fridge, you won't miss anything.",negative
38415,"This is a very good Spanish movie but I am worried that many out there will feel lost because many around the world have no idea what the Spanish Civil War was all about or when it was fought. Being a history teacher, I had a big advantage but could easily see how the film could be confusing until you piece together all the pieces. I doubt if this would be a big concern in Spain where this film was made, but for other audiences they may be a bit confused until later in the film.<br /><br />The movie begins with 12 year-old Carol and her mother returning to her mother's home town. Years have passed and you gather that they are coming to Spain from New York City. Despite the strangeness, Carol speaks reasonably good Spanish and much of the film is about how she adapts. As for why her and her mother are alone, I'll spill it now for those who don't pick up on the fact that Carol's father is fighting in the war on the side of the Republicans (who eventually lost in this very bloody conflict).<br /><br />The movie gets exceptional marks for its lovely camera work and music. The rather slow and rambling pace isn't bad provided you are someone who can accept films this way. I have seen several other Spanish films about this war and this compares pretty well to them--not better or worse--just a decent slice of life film about those who are left behind as well as a nice coming of age flick.<br /><br />PS--If you don't know which side is which, the Republicans were mostly Socialists and they were backed by the Soviet Union and Mexico as well as volunteers from many countries (including the USA). The Nationalists were led by Franco and were aided by Portugal and the Fascist states of Germany and Italy.",positive
44396,"How do two great actors foist off a piece of junk like this on film-goers. My only conclusion is that they and their director believe that ANY film in which they star just MUST be seen and applauded,<br /><br />Now to the film - probably the worst ""thriller"" I have ever seen. The actors showed minimal emotion; the plot was reasonable for a 1/2 hour time slot (not 91 minutes). The FBI agent was almost a silly parody - his partner was apparently struck dumb and spoke not one word. To paraphrase Robert Redford, the villain was a meaningless piece of crap! The film was drawn out and meaningless - the only question was whether the hero would die or not. One truly bizarre part of the story - The waiting family seemed to go on for at least several days; the hero and antihero seemed to only take one day.<br /><br />All in all - waste of time",negative
1437,"Despite all the hoopla about THE TROUBLE WITH TRIBBLES episode, THE BALANCE OF TERROR might just be the best episode of the series. And, while I have always loved A PIECE OF THE ACTION because it is so much fun, I really do have to cast my vote as this Romulan episode as being the very best.<br /><br />The movie, interestingly enough, is really like a WWII submarine movie in that it bounces back and forth between the cloaked Romulan ship and the Enterprise as it seeks to destroy the Romulans before they sneak back across the Neutral Zone after a raid on Federation outposts. In so many ways, the show is much like the film THE ENEMY BELOW--where the American Captain (Robert Mitchum) and the German Captain (Curt Jurgens) are shown in counter-point as they both try to outwit the other--and in the process develop a grudging respect for their foe.<br /><br />Interestingly enough, only a short bit of the beginning of the episode takes place on a planet--and this is amazing because an episode on board ship could easily have been static and dull. But, because the writing was so fantastic and the main characters written and acted so well (Shatner and Mark Leonard as the Romulan leader). Oddly, for the die-hard Trekkers out there, they'll recognize Leonard as the same actor who later played Spock's father.<br /><br />The bottom line is this is simply a great and extremely engaging episode that will keep you on the edge of your seat.",positive
8226,This is the worst documentary to come out of Canada ever!!!! I'm glad to see the guys haven't made another movie. All they want to do is get a movie made and it doesn't have to be the one they wrote. They keep changing the script to suite the person they're pitching. I could not get out of the theatre fast enough when I saw it at that year's Toronto Film Festival. Please never see this film.,negative
41042,"hey ....i really do not know why this film has been appreciated so much,perhaps i missed the point.The way i see it , a lot of international film makers have made brilliant films that have dealt with 'schizophrenia' and have informed ,excited ,shocked,evoked emotion and compelled the audience to step aside from their own reality and think.........while it is true that aparna sen's endeavor was an ambitious one ,in light of all the other movies , this one falls short..... miserably......it was too slow, there were no details about anything and the ending .... was completely ...pointless......it was not open ended or anything ....just pointless.....so watch it if you want to see a good concept completely wasted.......",negative
2055,"It couldn't.<br /><br />From the cutting dialogue to the super special effects this film was a joy to behold throughout. The immediate feel for the bitterness of the antarctic, the affinity for the characters that is built up at the base level before the real action heats up and the cunning finale combine to make this one of the most memorable and enjoyable films around.<br /><br />Up against a long list of films that have attempted to exploit the theme of visitors from another planet, The Thing comes out on top and laughing. Who can forget the perfectly timed dialogue and the chilling special effects? Special effects that are a lot more impressive than the computer generated images that we get to see today. I for one found some of the most enjoyable aspects of the film to be the way that we were introduced slowly to each member of the crew, and the way that they all had some distinctive character traits. This wasn't just a senseless bloodbath-come-slasher-horror flick. This film had feeling. Emotion.<br /><br />I truly can't recommend this film highly enough. I have yet to see anything in it's class that comes anywhere near to matching, let alone bettering, the near perfect acting and timing utilised in this cunning polymesmeric feat of cinema.",positive
7185,"This so called movie is horrible! The actors cannot act. There is no plot. I believe they need to start from scratch and film again. I hope that they can correct the acting flaws in this movie. I would like to see the trailer after they shoot it again. Maybe there is hope for it. I am not out to hurt feelings but I believe high school kids can do a better job. The wardrobe could have been much better. Sorry, but this just did not do it for me. I normally enjoy the trailers from this site but... this one i cannot find entertaining. I hope they take criticism well because i believe they will get much much more from others in regards to this film.",negative
29780,"It's a road movie, with a killer on-board. Brian Kessler (David Duchovny), a sophisticated, urbane writer, wants to conduct field research on American serial killers. But, neither he, nor his girlfriend, Carrie (Michelle Forbes), has the money for a cross-country tour of murder sites, so they advertise for someone to share travel expenses. Who they end up with is a young couple, Early Grayce (Brad Pitt) and his girlfriend, Adele (Juliette Lewis), two better examples of ""poor white trash"" you will never find in all of cinema.<br /><br />Indeed, Early and Adele are what make this film so entertaining, as they babble, cackle, confide, muse, speculate, drool, and otherwise behave in ways I haven't seen since reruns of ""The Beverly Hillbillies"". Early's idea of California: ""People think faster out there, on account of all that warm weather; cold weather makes people stupid"". That's enough to convince Adele: ""I guess that explains why there are so many stupid people around here"". To which Early responds proudly: ""It sure does"". Early continues to instruct Adele about California: ""You never have to buy no fruit, on account it's all on the trees ... and they ain't got no speed limits, and I hear your first month's rent is free, state law"".<br /><br />But poor Early has some, well, mental problems, which become ever more obvious to Brian and Carrie as the four travelers proceed west across the U.S. As they enter the desert Southwest, with its beautifully stark landscape, ""Kalifornia"" starts to look more and more like ""The Hitcher"" (1986), and Early starts to act more and more like John Ryder, everyone's maniacal hitchhiker, whose terror seemed so unstoppable.<br /><br />In ""Kalifornia"", the acting is uneven. Duchovny's performance is flat. Brad Pitt is surprisingly effective, despite his overacting at times. Michelle Forbes is great as the avant-garde, photographic artist. But my choice for best performance goes to Juliette Lewis. With her nasal voice and heavy-duty Southern accent, she is stunning, as the naive, highly animated, child-like Adele.<br /><br />Toward the end, the film takes on a Twilight Zone feel to it, as our travelers enter a Nevada nuclear test site with a dilapidated old house full of test mannequins. The plot dissolves rather messily into unnecessary and preposterous violence, an ending that was somewhat disappointing.<br /><br />Overall, however, ""Kalifornia"" is an entertaining film, thanks to a clever concept, great scenery, especially in the second half, good cinematography, great dialogue, and that wonderful performance by Juliette Lewis.",positive
43942,This was an exteremely good historical drama. John Turturro is excellent as the tortured genius Luzhin and brilliantly portrays the character's manic affectations such as his strange dancing. Emily Watson is fine in her support role as the sensitive lover Natalia.<br /><br />The relatonship between chess and near madness is well explored by Gorris and familiar Nabokov preoccupations such as 'eternal innocence' (i.e. 'Lolita') are evident in this film. I think I will now go on to read the novel. It was a touching and tragic ending and it was hard to keep a dry eye. Brilliant movie!,positive
22479,"A great performance by Clint Eastwood and particularly John Malkovich in my opinion his finest one to date. Malkovich had this one nailed right down to the floor it's incredible. Eastwood is Agent Mike Horrigan, an aged and cynical Secret Service Agent who is finishing out his career busting counterfeiters and chasing down routine assignments. But one assignment which appears to be run of the mill at first turns complicated and deadly serious. Horrigan and his new partner Al are sent to investigate a threat on the President by a ""wacko"". As fate would have it Horrigan has stumbled not upon a delusional nut but a professional lone wolf who has a big bone to pick with the White House. As Horrigan dives deeper into ""Booth's"" world he attracts the bad guy's unwanted attention and unbridled admiration for him. Horrigan was JFK's top agent and present in Dallas, Texas when he was assassinated and blames himself for what happened. Now he feels it's up to him to stop the current Head of State from joining the list of dead Presidents. But this killer has turned the tables on Horrigan and now he's the hunted one in a life or death cat and mouse game. Who will win? Who will die? It's a race against time to save the Pres from a chameleon-like enemy who can get to anyone. My favorite Secret Service movie and as good a nail biter as any.",positive
18712,"I saw this movie years ago, and I was impressed... but then again I was only 12 years old. I recently re-watched it and want that time back. This film is pretty bad. While I like Lee Majors, Chris Makepeace (watch My Bodyguard (1980)if you would like to see a GOOD movie that he was in... of Meatballs (also starring Bill Murray) for some laughs), and Burgess Meredith, this role does/did nothing for their careers.<br /><br />Anyway, Lee Majors character, Franklyn Hart, is an ex- race car driver who plans on driving his race car (which he had in storage) across the country to California. One Problem: The government has outlawed all private transportation. I thought the concept was OK (not the worse I've heard of), but the execution failed horribly.",negative
17147,"My family has watched Arthur Bach stumble and stammer since the movie first came out. We have most lines memorized. I watched it two weeks ago and still get tickled at the simple humor and view-at-life that Dudley Moore portrays. Liza Minelli did a wonderful job as the side kick - though I'm not her biggest fan. This movie makes me just enjoy watching movies. My favorite scene is when Arthur is visiting his fiancée's house. His conversation with the butler and Susan's father is side-spitting. The line from the butler, ""Would you care to wait in the Library"" followed by Arthur's reply, ""Yes I would, the bathroom is out of the question"", is my NEWMAIL notification on my computer. ""Arthur is truly ""funny stuff""!",positive
23058,"<br /><br />Never ever take a film just for its good looking title.<br /><br />Although it all starts well, the film suffers the same imperfections you see in B-films. Its like at a certain moment the writer does not any more how to end the film, so he ends it in a way nobody suspects it thinking this way he is ingenious.<br /><br />A film to be listed on top of the garbage list.<br /><br />",negative
30244,"Here's my first David Mamet directed film. Fitting, since it was his first, as well. <br /><br />The story here is uneven and it moves along like any con movie, from the little cons to the big cons to the all-encompassing con. It's like ""The Grifters,"" but without that film's level of acting. (In that film, John Cusack was sort of bland but that was the nature of his character.) The acting here is very flat (I sometimes wondered if the bland acting by Crouse was supposed to be some sort of attack on psychoanalysis). At least in the beginning. It never gets really good, but it evolves beyond painfully stiff line reading after about ten minutes. Early in the film, some of Lindsay Crouse's lines -- the way she reads them -- sound as if they're inner monologue or narration, which they aren't. With the arrival of Mantegna things pick up.<br /><br />The dialogue here isn't as fun as it should be. I was expecting crackerjack ring-a-ding-ding lines that roll off the tongue, but these ones don't. It all sounds very read, rather than spoken. Maybe Mamet evolved after this film and loosened up, but if not, then maybe he should let others direct his words. He's far too precious with them here and as a result, they lose their rhythmic, jazzy quality. What's more strange is that other than this, the film doesn't look or feel like a play. The camera is very cinematic. My only problem with ""Glengarry Glen Ross"" was that it looked too much like filmed theatre, but in that film the actors were not only accomplished, but relaxed and free. Everything flowed.<br /><br />I wouldn't mind so much if it sounded like movie characters speaking movie lines -- or even play characters speaking play lines -- but here it sounds like movie (or even book) characters speaking play lines. It's a weird jumble of theatre and film that just doesn't work. That doesn't mean the movie is bad -- it isn't, it's often extremely entertaining. The best chunk is in the middle.<br /><br />It's standard con movie stuff: the new guy (in this case, girl) Margaret Ford (Lindsay Crouse) gets involved in the seedy con underworld. How she gets involved is: she's a psychiatrist and one of her patients, Billy is a compulsive gambler. She wants to help him out with his gambling debt, so she walks into The House of Games, a dingy game room where con men work in a back room. I'll admit the setup is pretty improbable. (Were they just expecting Crouse to come in? Were they expecting she'd write a cheque? Was Billy in on it? One of these questions is definitely answered by the end, however.)<br /><br />And from here the cons are start to roll out. I found the beginning ones -- the little learner ones -- to be the most fun. We're getting a lesson in the art of the con as much as Crouse is. <br /><br />We see the ending coming, and then we didn't see the second ending coming, and then the real ending I didn't see coming but maybe you did. The ball just keeps bouncing back and forth and by the last scene in the movie we realize that the second Crouse walked into The House of Games she found her true calling.<br /><br />I'm going to forgive the annoying opening, the improbable bits and the strange line-reading because there are many good things here. If the first part of the movie seems stagy, stick with it. After the half-hour mark it does really get a momentum going. If you want a fun con movie, then here she is. If you want Mamet, go watch ""Glengarry Glen Ross"" again -- James Foley did him better.<br /><br />***",positive
42747,"The third and final Female Prisoner Scorpion film directed by Shunya Ito. The series' star, Meiko Kaji, would complete the series in the fourth installment, Grudge Song, directed by the capable Yasuhara Hasebe (who also directed Kaji in the excellent Stray Cat Rock: Sex Hunter). The original Female Prisoner #701: Scorpion is one of my all-time favorites. The sequel, Jailhouse 41, is nearly as good. It's generally considered the best of the series, and I might agree, I think, if it ever gets a better release on DVD (the original, by Image, is very poor). Beast Stable, in my opinion, is nearly as good as FP701. It's much slower, much more contemplative. It has its share of violence and nastiness, but there's more focus on the story and the characters. Sasori (Kaji) eludes detectives in the first scene (she is handcuffed to one and lops his arm off  and escapes with it in tow, which must be seen to be believed!) and hooks up with a freelance prostitute, Yuki. Yuki is being hassled by a local prostitution ring, which includes a goofy-looking madame with a cage full of pet crows. What really surprised me is how sad the movie is. Yuki's story, which is never resolved, it heartbreaking. The images are startling, and Ito's direction is masterful. It's too bad that he never went anywhere after he left the FP701 series. This is an awesome film.",positive
5482,"Maybe you shouldn't compare, but Wild Style and Style Wars are original Hip Hop. Beat Street does have a lot of the original artists of early Hip Hop, but they've been obviously made clear that this could be their big break, of course for some it was and that's nice. But if you view this as original Hip Hop Culture you're wrong. It's overproduced and has a Hollywood sauce. Rather look for the first two movies i mentioned. They have convey the grittiness that comes with life in the ghetto. Yes, the rating for this movie is low, but the reviews are mostly positive or even raving. This is probably because although the story, the acting, the dialogues and the direction all are dreadful, the music and dancing is what the people love about it. Me, i do love the dancing but at the time thought that electro was the death of Hip Hop (i was so glad when round '86 a new generation of now classic Hip Hop artists appeared, like Krs One, Public Enemy, Ultramagnetic Mc's, Jungle Brothers, Bizmarkie to name a few), and i still don't like most of the beats in this movie and that is why it doesn't work for me. I mean, Wild Style has not much of a story but the music there is great and authentic. Of course tastes differ and that's alright. But as far as i'm concerned, this movie is trash except for the break dancing and some of the music and so i can't rate it higher than a 4 out of ten.",negative
48405,"Michael Radford, the director of ""The Merchant of Venice"" makes a tremendous job in opening the play, as he makes it more accessible for everyone to have a great time at the movies watching this thorny account of a horrible time in history. The luscious production of the Shakespeare's play is a feast for the eyes with its rich detail of the Venice of the XVI century.<br /><br />This is a story of revenge, prejudice and justice, as imagined by William Shakespeare. Having seen the play a few times, we were not prepared about what to expect. Mr. Radford takes care of presenting the story with such detail so it can be easily understood by everyone. Also, he has used a version of English that makes more sense, rather than relying on the original text. In fact, the way Shylock speaks in the film, doesn't shock at all, being he, a member of a minority that has been marginalized by the Venetian authorities and the Catholic Church.<br /><br />Al Pacino tremendous portrayal of Shylock shows a man that is vulnerable, arrogant, revengeful, mean, and totally human, all at the same time. Mr. Pacino sheds light into the character of the man who is defeated in court by a technicality. His own daughter has left him and his whole world seems to be caving in on him. At the end of the film, we see a man that has been reduced to being the target of hatred and ridicule by everyone.<br /><br />Lynn Collins, as Portia is a happy discovery. Having seen her in lighter fare, she not only surprises, but she makes the best of her role and her time in front of the camera. She shows us she is a woman with a high intelligence, who comes to the help of her husband and his best friend, who risked his own well being in trying to help Bassanio get Portia's hand.<br /><br />Jeremy Irons plays Antonio, the man who seeks Shylock for a ""bridge loan"". After all, he knows his ships will be returning with fortunes from abroad soon. Antonio gets much more than he bargained for in agreeing with Shylock to the terms of the loan. Antonio's best laid plans go astray when he is suddenly unable to fulfill his obligations. Mr. Irons gives a subtle performance.<br /><br />Joseph Fiennes, makes a good appearance as Bassanio. His good looks and his charm make an impression on Portia, who clearly sees a soul mate in this young Venetian as she knows he is the one for her. Also, in smaller roles, Kris Marshall, Zuleika Robinson, Charlie Cox, contribute to make the film an enjoyable experience.<br /><br />Ultimately, it's Mr. Radford's triumph because of the vision he gives us of Venice and its citizens during a horrible time in the history of mankind.",positive
